model,src_group,target,hop,head,head_indeg,nbr_default,is_flip,clean_margin,margin_change
Qwen3.5-2B,random,random_2,d3,United States,17029,Hub,0,4.8750,-2.5000
Qwen3.5-2B,random,random_2,d3,United States,17029,Hub,0,6.3750,-4.2500
Qwen3.5-2B,random,random_2,d3,United States,17029,Hub,0,5.5000,-5.2500
Qwen3.5-2B,random,random_2,d3,United States,17029,Hub,0,5.2500,-5.2500
Qwen3.5-2B,random,random_2,d3,United States,17029,Hub,1,4.5000,0.3750
Qwen3.5-2B,random,random_2,d3,United States,17029,Hub,1,3.6250,-1.0000
Qwen3.5-2B,random,random_2,d3,United States,17029,Hub,1,5.7500,-4.8750
Qwen3.5-2B,random,random_2,d3,United States,17029,Hub,1,4.5000,-0.3750
Qwen3.5-2B,random,random_2,d3,United States,17029,Hub,0,4.1250,-3.3750
Qwen3.5-2B,random,random_2,d3,United States,17029,Hub,1,3.2500,-1.3750
Qwen3.5-2B,random,random_2,d3,United States,17029,Hub,1,5.0000,0.8750
Qwen3.5-2B,random,random_2,d3,United States,17029,Hub,1,2.3750,2.7500
Qwen3.5-2B,random,random_2,d3,United States,17029,Hub,1,0.0000,1.1875
Qwen3.5-2B,random,random_2,d3,United States,17029,Hub,1,1.2500,2.0000
Qwen3.5-2B,random,random_2,d4,European University Association,27,Hub,1,7.1250,-6.5000
Qwen3.5-2B,random,random_2,d4,European University Association,27,Hub,1,5.5000,-4.8750
Qwen3.5-2B,random,random_2,d4,Germany,2050,Hub,0,5.5000,-1.2500
Qwen3.5-2B,random,random_2,d4,Germany,2050,Hub,1,3.7500,-3.5000
Qwen3.5-2B,random,random_2,d4,Germany,2050,Hub,1,6.5000,-3.7500
Qwen3.5-2B,random,random_2,d4,Germany,2050,Hub,1,5.3750,-0.6250
Qwen3.5-2B,random,random_2,d4,Germany,2050,Hub,0,6.2500,-4.0000
Qwen3.5-2B,random,random_2,d4,Germany,2050,Hub,1,6.3750,-1.5000
Qwen3.5-2B,random,random_2,d4,Germany,2050,Hub,1,6.7500,-2.6250
Qwen3.5-2B,random,random_2,d4,Germany,2050,Hub,1,5.6250,-0.6250
Qwen3.5-2B,random,random_2,d4,Germany,2050,Hub,1,5.3750,-2.2500
Qwen3.5-2B,random,random_2,d4,Germany,2050,Hub,1,4.8750,-2.0000
Qwen3.5-2B,random,random_2,d4,Germany,2050,Hub,1,0.1250,0.8750
Qwen3.5-2B,random,random_2,d4,Germany,2050,Hub,1,3.3750,0.1250
Qwen3.5-2B,random,random_2,d4,Germany,2050,Hub,1,5.8750,-3.0000
Qwen3.5-2B,random,random_2,d4,Germany,2050,Hub,1,5.0000,-0.3750
Qwen3.5-2B,random,random_2,d4,Germany,2050,Hub,1,3.5000,0.5000
Qwen3.5-2B,random,random_2,d4,Germany,2050,Hub,1,5.3750,-2.8750
Qwen3.5-2B,random,random_2,d4,Germany,2050,Hub,1,1.2500,1.2500
Qwen3.5-2B,random,random_2,d4,Germany,2050,Hub,1,2.8750,-2.3750
Qwen3.5-2B,random,random_2,d4,Germany,2050,Hub,1,0.7500,0.1250
Qwen3.5-2B,random,random_2,d4,Germany,2050,Hub,1,4.6250,-4.5000
Qwen3.5-2B,random,random_2,d4,Germany,2050,Hub,1,3.5000,0.3750
Qwen3.5-2B,random,random_2,d4,Bristol,94,Hub,1,1.3125,2.1875
Qwen3.5-2B,random,random_2,d4,Bristol,94,Hub,0,4.8750,-1.3750
Qwen3.5-2B,random,random_2,d4,Bristol,94,Hub,1,5.6250,-5.2500
Qwen3.5-2B,random,random_2,d4,Bristol,94,Hub,0,5.1250,-2.5000
Qwen3.5-2B,random,random_2,d4,Bristol,94,Hub,0,3.3750,-0.7500
Qwen3.5-2B,random,random_2,d4,Bristol,94,Hub,1,4.6250,-2.7500
Qwen3.5-2B,random,random_2,d4,Bristol,94,Hub,1,2.5000,-2.3750
Qwen3.5-2B,random,random_2,d4,Bristol,94,Hub,1,6.3750,-3.5000
Qwen3.5-2B,random,random_2,d4,Bristol,94,Hub,0,4.3750,-3.6250
Qwen3.5-2B,random,random_2,d4,Bristol,94,Hub,1,5.6250,-1.6250
Qwen3.5-2B,random,random_2,d4,Bristol,94,Hub,1,6.3750,-6.1250
Qwen3.5-2B,random,random_2,d4,Bentonville,4,Mid,0,5.2500,-1.5000
Qwen3.5-2B,random,random_2,d4,United Nations Assistance Mission in Somalia,1,Tail,1,7.6250,-5.5000
Qwen3.5-2B,random,random_2,d4,United Nations Assistance Mission in Somalia,1,Tail,1,5.8750,-4.6250
Qwen3.5-2B,random,random_2,d4,San Jose,60,Hub,0,2.6250,0.0000
Qwen3.5-2B,random,random_2,d4,San Jose,60,Hub,0,3.1250,-1.7500
Qwen3.5-2B,random,random_2,d4,San Jose,60,Hub,0,2.1250,-2.0000
Qwen3.5-2B,random,random_2,d4,Austin,67,Hub,0,5.2500,-0.8750
Qwen3.5-2B,random,random_2,d4,Chicago,496,Hub,1,5.6250,-4.6250
Qwen3.5-2B,random,random_2,d4,Chicago,496,Hub,1,5.8750,-5.5000
Qwen3.5-2B,random,random_2,d4,Chicago,496,Hub,1,7.5000,-7.2500
Qwen3.5-2B,random,random_2,d4,Chicago,496,Hub,0,6.5000,-6.3750
Qwen3.5-2B,random,random_2,d4,Chicago,496,Hub,0,7.6250,-5.3750
Qwen3.5-2B,random,random_2,d4,Chicago,496,Hub,1,5.8750,-1.8125
Qwen3.5-2B,random,random_2,d4,Chicago,496,Hub,1,6.0000,-2.6250
Qwen3.5-2B,random,random_2,d4,Chicago,496,Hub,0,5.0000,-4.0000
Qwen3.5-2B,random,random_2,d4,Chicago,496,Hub,0,7.3750,-3.6250
Qwen3.5-2B,random,random_2,d4,Chicago,496,Hub,1,7.3750,-6.2500
Qwen3.5-2B,random,random_2,d4,Chicago,496,Hub,1,4.5000,0.5000
Qwen3.5-2B,random,random_2,d4,Chicago,496,Hub,1,2.1250,-0.2500
Qwen3.5-2B,random,random_2,d4,Chicago,496,Hub,1,6.6250,-5.1250
Qwen3.5-2B,random,random_2,d4,Chicago,496,Hub,1,4.2500,-4.0000
Qwen3.5-2B,random,random_2,d4,Chicago,496,Hub,0,2.0000,1.8125
Qwen3.5-2B,random,random_2,d4,Chicago,496,Hub,1,5.6250,-2.1250
Qwen3.5-2B,random,random_2,d4,Chicago,496,Hub,1,3.3750,1.8750
Qwen3.5-2B,random,random_2,d4,Joseph Stalin,8,Hub,1,5.1250,-5.0000
Qwen3.5-2B,random,random_2,d4,Joseph Stalin,8,Hub,1,4.0000,0.3750
Qwen3.5-2B,random,random_2,d4,Joseph Stalin,8,Hub,0,0.3750,0.2500
Qwen3.5-2B,random,random_2,d4,Joseph Stalin,8,Hub,1,0.7500,0.2500
Qwen3.5-2B,random,random_2,d4,Winston Churchill,9,Hub,0,2.1250,-1.1250
Qwen3.5-2B,random,random_2,d4,Winston Churchill,9,Hub,0,1.5000,-1.0000
Qwen3.5-2B,random,random_2,d4,Winston Churchill,9,Hub,0,3.6250,1.2500
Qwen3.5-2B,random,random_2,d4,Winston Churchill,9,Hub,1,0.6250,0.5000
Qwen3.5-2B,random,random_2,d4,Winston Churchill,9,Hub,0,1.2500,-0.7500
Qwen3.5-2B,random,random_2,d4,Liverpool,112,Hub,0,5.1250,0.6250
Qwen3.5-2B,random,random_2,d4,William Shakespeare,35,Hub,0,2.5000,-1.2500
Qwen3.5-2B,random,random_2,d4,William Shakespeare,35,Hub,1,1.5000,0.6250
Qwen3.5-2B,random,random_2,d4,William Shakespeare,35,Hub,1,2.7500,-2.7500
Qwen3.5-2B,random,random_2,d4,William Shakespeare,35,Hub,0,3.0000,-1.1250
Qwen3.5-2B,random,random_2,d4,William Shakespeare,35,Hub,0,6.2500,-5.7500
Qwen3.5-2B,random,random_2,d4,Clement Attlee,5,Mid,0,3.6250,1.6250
Qwen3.5-2B,random,random_2,d4,British Empire,14,Hub,0,1.2500,0.1250
Qwen3.5-2B,random,random_2,d4,Italy,1503,Hub,0,6.1250,-4.3750
Qwen3.5-2B,random,random_2,d4,Italy,1503,Hub,1,4.5000,-2.0000
Qwen3.5-2B,random,random_2,d4,Italy,1503,Hub,1,5.1250,-4.3750
Qwen3.5-2B,random,random_2,d4,Italy,1503,Hub,1,6.2500,-2.3750
Qwen3.5-2B,random,random_2,d4,Italy,1503,Hub,1,3.8750,-0.2500
Qwen3.5-2B,random,random_2,d4,Italy,1503,Hub,1,4.2500,-3.1250
Qwen3.5-2B,random,random_2,d4,Italy,1503,Hub,1,4.8750,-3.0000
Qwen3.5-2B,random,random_2,d4,Italy,1503,Hub,1,4.0000,-2.0000
Qwen3.5-2B,random,random_2,d4,Italy,1503,Hub,1,4.7500,-1.1250
Qwen3.5-2B,random,random_2,d4,Italy,1503,Hub,1,5.2500,-1.0000
Qwen3.5-2B,random,random_2,d4,Italy,1503,Hub,1,3.3750,-0.0000
Qwen3.5-2B,random,random_2,d4,Italy,1503,Hub,1,1.7500,-1.0000
Qwen3.5-2B,random,random_2,d4,Italy,1503,Hub,1,3.8750,-2.5000
Qwen3.5-2B,random,random_2,d4,Italy,1503,Hub,1,2.6250,-2.5000
Qwen3.5-2B,random,random_2,d4,Italy,1503,Hub,1,2.7500,0.6250
Qwen3.5-2B,random,random_2,d4,Newcastle upon Tyne,42,Hub,1,5.6250,-4.6250
Qwen3.5-2B,random,random_2,d4,Newcastle upon Tyne,42,Hub,1,1.6250,-1.2500
Qwen3.5-2B,random,random_2,d4,Newcastle upon Tyne,42,Hub,1,5.5000,-4.6250
Qwen3.5-2B,random,random_2,d4,Bbc,272,Hub,1,3.5000,-2.7500
Qwen3.5-2B,random,random_2,d4,Franklin D. Roosevelt,8,Hub,0,3.1250,-1.8750
Qwen3.5-2B,random,random_2,d4,Franklin D. Roosevelt,8,Hub,1,2.8750,-2.6250
Qwen3.5-2B,random,random_2,d4,Franklin D. Roosevelt,8,Hub,1,4.5000,-2.2500
Qwen3.5-2B,random,random_2,d4,Franklin D. Roosevelt,8,Hub,1,4.5000,-2.2500
Qwen3.5-2B,random,random_2,d4,Franklin D. Roosevelt,8,Hub,0,2.7500,-2.5000
Qwen3.5-2B,random,random_2,d4,Franklin D. Roosevelt,8,Hub,0,4.1250,-1.1250
Qwen3.5-2B,random,random_2,d4,Franklin D. Roosevelt,8,Hub,1,2.1250,0.3750
Qwen3.5-2B,random,random_2,d4,Columbus,57,Hub,1,5.8750,-4.6250
Qwen3.5-2B,random,random_2,d4,Columbus,57,Hub,1,6.0000,-5.7500
Qwen3.5-2B,random,random_2,d4,Columbus,57,Hub,1,5.7500,-4.6250
Qwen3.5-2B,random,random_2,d4,Oxford University Press,93,Hub,1,8.2500,-5.5000
Qwen3.5-2B,random,random_2,d4,Denmark,344,Hub,0,5.7500,0.5000
Qwen3.5-2B,random,random_2,d4,Portsmouth,51,Hub,0,1.5000,-0.7500
Qwen3.5-2B,random,random_2,d4,Portsmouth,51,Hub,1,1.7500,-1.0000
Qwen3.5-2B,random,random_2,d4,Portsmouth,51,Hub,0,2.3750,-2.2500
Qwen3.5-2B,random,random_2,d4,Netherlands,680,Hub,0,4.3750,-2.8750
Qwen3.5-2B,random,random_2,d4,Netherlands,680,Hub,1,4.6250,-3.3750
Qwen3.5-2B,random,random_2,d4,Netherlands,680,Hub,1,5.0000,1.1250
Qwen3.5-2B,random,random_2,d4,Netherlands,680,Hub,1,5.0000,-4.0000
Qwen3.5-2B,random,random_2,d4,Netherlands,680,Hub,1,4.3750,-3.7500
Qwen3.5-2B,random,random_2,d4,Netherlands,680,Hub,1,4.0000,-2.7500
Qwen3.5-2B,random,random_2,d4,Netherlands,680,Hub,1,3.7500,3.3750
Qwen3.5-2B,random,random_2,d4,Netherlands,680,Hub,1,3.6250,-1.6250
Qwen3.5-2B,random,random_2,d4,Netherlands,680,Hub,1,2.7500,2.8750
Qwen3.5-2B,random,random_2,d4,Netherlands,680,Hub,1,0.8750,5.1250
Qwen3.5-2B,random,random_2,d4,King Charles III,9,Hub,0,1.7500,-1.1250
Qwen3.5-2B,random,random_2,d4,Rishi Sunak,8,Hub,0,0.0000,1.8750
Qwen3.5-2B,random,random_2,d4,Rishi Sunak,8,Hub,0,1.0000,0.2500
Qwen3.5-2B,random,random_2,d4,400s,1,Tail,1,4.5000,-3.8750
Qwen3.5-2B,random,random_2,d4,Atlanta,140,Hub,0,2.3750,-1.2500
Qwen3.5-2B,random,random_2,d4,Atlanta,140,Hub,1,1.8750,1.1250
Qwen3.5-2B,random,random_2,d4,Atlanta,140,Hub,0,2.1250,0.8750
Qwen3.5-2B,random,random_2,d4,George III,10,Hub,0,0.6250,0.3750
Qwen3.5-2B,random,random_2,d4,George III,10,Hub,0,1.3750,0.3750
Qwen3.5-2B,random,random_2,d4,Coimbra Group,10,Hub,1,6.1250,-4.7500
Qwen3.5-2B,random,random_2,d4,Washington D.C.,4,Mid,1,6.2500,-5.0000
Qwen3.5-2B,random,random_2,d4,Washington D.C.,4,Mid,0,6.6250,-4.7500
Qwen3.5-2B,random,random_2,d4,Washington D.C.,4,Mid,1,3.6250,-2.4375
Qwen3.5-2B,random,random_2,d4,Washington D.C.,4,Mid,1,3.8750,-0.3750
Qwen3.5-2B,random,random_2,d4,Washington D.C.,4,Mid,1,4.5000,-3.1250
Qwen3.5-2B,random,random_2,d4,Washington D.C.,4,Mid,1,6.8750,-6.3750
Qwen3.5-2B,random,random_2,d4,Washington D.C.,4,Mid,1,7.3750,-6.8750
Qwen3.5-2B,random,random_2,d4,Washington D.C.,4,Mid,0,8.6250,-8.3750
Qwen3.5-2B,random,random_2,d4,Washington D.C.,4,Mid,0,4.6250,-2.3750
Qwen3.5-2B,random,random_2,d4,Washington D.C.,4,Mid,1,4.0000,0.5000
Qwen3.5-2B,random,random_2,d4,Washington D.C.,4,Mid,1,7.3750,-6.8750
Qwen3.5-2B,random,random_2,d4,Washington D.C.,4,Mid,1,5.1250,-4.1250
Qwen3.5-2B,random,random_2,d4,Washington D.C.,4,Mid,1,7.0000,-4.3750
Qwen3.5-2B,random,random_2,d4,San Diego,86,Hub,0,4.5000,-0.8750
Qwen3.5-2B,random,random_2,d4,San Diego,86,Hub,1,2.3750,-1.2500
Qwen3.5-2B,random,random_2,d4,San Diego,86,Hub,1,3.5000,-0.2500
Qwen3.5-2B,random,random_2,d4,San Diego,86,Hub,1,4.0000,1.1250
Qwen3.5-2B,random,random_2,d4,San Diego,86,Hub,0,2.7500,-2.0000
Qwen3.5-2B,random,random_2,d4,Ministry of Culture,46,Hub,0,6.8750,-6.1250
Qwen3.5-2B,random,random_2,d4,Ministry of Culture,46,Hub,1,6.7500,-6.7500
Qwen3.5-2B,random,random_2,d4,Ministry of Culture,46,Hub,0,6.0000,-4.1250
Qwen3.5-2B,random,random_2,d4,Ministry of Culture,46,Hub,1,6.1250,-4.6250
Qwen3.5-2B,random,random_2,d4,Ministry of Culture,46,Hub,0,6.1250,-5.2500
Qwen3.5-2B,random,random_2,d4,Ministry of Culture,46,Hub,1,4.8750,-4.1250
Qwen3.5-2B,random,random_2,d4,Ministry of Culture,46,Hub,0,1.2500,-0.6250
Qwen3.5-2B,random,random_2,d4,Ministry of Culture,46,Hub,1,3.0000,-2.7500
Qwen3.5-2B,random,random_2,d4,Ministry of Culture,46,Hub,0,6.6250,-6.5000
Qwen3.5-2B,random,random_2,d4,Ministry of Culture,46,Hub,1,6.1250,-5.6250
Qwen3.5-2B,random,random_2,d4,Ministry of Culture,46,Hub,0,7.0000,-6.1250
Qwen3.5-2B,random,random_2,d4,Ministry of Culture,46,Hub,1,7.7500,-6.8750
Qwen3.5-2B,random,random_2,d4,Detroit,229,Hub,1,0.5000,1.9375
Qwen3.5-2B,random,random_2,d4,Canada,1654,Hub,0,4.1250,-2.5000
Qwen3.5-2B,random,random_2,d4,Canada,1654,Hub,1,4.8750,-3.6250
Qwen3.5-2B,random,random_2,d4,Canada,1654,Hub,1,3.3750,-0.8750
Qwen3.5-2B,random,random_2,d4,Canada,1654,Hub,1,5.5000,-4.6250
Qwen3.5-2B,random,random_2,d4,Canada,1654,Hub,1,5.3750,-4.0000
Qwen3.5-2B,random,random_2,d4,Canada,1654,Hub,1,5.1250,-3.5000
Qwen3.5-2B,random,random_2,d4,Canada,1654,Hub,0,4.3750,-4.3750
Qwen3.5-2B,random,random_2,d4,Canada,1654,Hub,1,4.2500,-3.3750
Qwen3.5-2B,random,random_2,d4,Canada,1654,Hub,1,2.1250,-1.5000
Qwen3.5-2B,random,random_2,d4,Canada,1654,Hub,1,4.0000,-1.1250
Qwen3.5-2B,random,random_2,d4,Canada,1654,Hub,1,4.1250,-3.8750
Qwen3.5-2B,random,random_2,d4,Canada,1654,Hub,0,3.1250,-3.1250
Qwen3.5-2B,random,random_2,d4,Canada,1654,Hub,1,5.3750,-3.0000
Qwen3.5-2B,random,random_2,d4,Canada,1654,Hub,1,4.3750,-2.1250
Qwen3.5-2B,random,random_2,d4,Canada,1654,Hub,1,4.0000,-0.5000
Qwen3.5-2B,random,random_2,d4,Canada,1654,Hub,1,5.0000,-1.8750
Qwen3.5-2B,random,random_2,d4,Canada,1654,Hub,1,4.5000,-1.5000
Qwen3.5-2B,random,random_2,d4,Canada,1654,Hub,0,5.3750,-3.8750
Qwen3.5-2B,random,random_2,d4,Canada,1654,Hub,1,1.6250,-1.5000
Qwen3.5-2B,random,random_2,d4,Dallas,107,Hub,0,1.8750,0.1250
Qwen3.5-2B,random,random_2,d4,Dallas,107,Hub,0,1.6250,-1.0000
Qwen3.5-2B,random,random_2,d4,Dallas,107,Hub,0,1.8750,-1.3750
Qwen3.5-2B,random,random_2,d4,Dallas,107,Hub,1,2.2500,0.0000
Qwen3.5-2B,random,random_2,d4,European Union,48,Hub,0,5.3750,-4.1250
Qwen3.5-2B,random,random_2,d4,European Union,48,Hub,1,5.5000,-3.0000
Qwen3.5-2B,random,random_2,d4,European Union,48,Hub,0,8.7500,-7.8750
Qwen3.5-2B,random,random_2,d4,European Union,48,Hub,1,8.7500,-7.8750
Qwen3.5-2B,random,random_2,d4,Universities UK,57,Hub,1,0.3750,-0.3750
Qwen3.5-2B,random,random_2,d4,Chiang Kai-shek,4,Mid,0,2.5000,1.2500
Qwen3.5-2B,random,random_2,d4,Joshua Reynolds,3,Mid,0,0.0000,1.5000
Qwen3.5-2B,random,random_2,d4,Joshua Reynolds,3,Mid,0,0.1250,1.0000
Qwen3.5-2B,random,random_2,d4,Joshua Reynolds,3,Mid,0,1.7500,-0.6250
Qwen3.5-2B,random,random_2,d4,University of Manchester,76,Hub,1,6.5000,-5.8750
Qwen3.5-2B,random,random_2,d4,Cardinal Mazarin,3,Mid,1,4.0000,-2.5000
Qwen3.5-2B,random,random_2,d4,United Nations Headquarters,4,Mid,1,5.3750,-1.5000
Qwen3.5-2B,random,random_2,d4,Phoenix,49,Hub,1,5.8750,-0.7500
Qwen3.5-2B,random,random_2,d4,Houston,126,Hub,1,3.8750,0.3750
Qwen3.5-2B,random,random_2,d4,Houston,126,Hub,0,5.1250,-1.7500
Qwen3.5-2B,random,random_2,d4,Houston,126,Hub,1,4.8750,-4.3750
Qwen3.5-2B,random,random_2,d4,Houston,126,Hub,0,2.8750,-0.8750
Qwen3.5-2B,random,random_2,d4,Houston,126,Hub,1,6.2500,-5.5000
Qwen3.5-2B,random,random_2,d4,Houston,126,Hub,0,5.8750,-2.5000
Qwen3.5-2B,random,random_2,d4,Houston,126,Hub,0,3.3750,2.2500
Qwen3.5-2B,random,random_2,d4,Houston,126,Hub,0,5.5000,-0.5000
Qwen3.5-2B,random,random_2,d4,Houston,126,Hub,0,5.3750,-4.3750
Qwen3.5-2B,random,random_2,d4,Houston,126,Hub,0,3.5000,-0.5000
Qwen3.5-2B,random,random_2,d4,Houston,126,Hub,1,3.6250,-3.3750
Qwen3.5-2B,random,random_2,d4,Houston,126,Hub,0,3.1250,-0.8750
Qwen3.5-2B,random,random_2,d4,Houston,126,Hub,0,6.1250,-4.6250
Qwen3.5-2B,random,random_2,d4,Houston,126,Hub,0,5.2500,-2.5000
Qwen3.5-2B,random,random_2,d4,António Guterres,7,Mid,0,4.8750,-4.7500
Qwen3.5-2B,random,random_2,d4,António Guterres,7,Mid,1,5.2500,-0.6250
Qwen3.5-2B,random,random_2,d4,António Guterres,7,Mid,0,5.6250,-4.3750
Qwen3.5-2B,random,random_2,d4,António Guterres,7,Mid,1,4.1250,-1.0000
Qwen3.5-2B,random,random_2,d4,Henry VIII,15,Hub,0,0.6250,0.3750
Qwen3.5-2B,random,random_2,d4,Henry VIII,15,Hub,0,2.0000,-1.6250
Qwen3.5-2B,random,random_2,d4,Henry VIII,15,Hub,0,3.1250,-2.8750
Qwen3.5-2B,random,random_2,d4,Henry VIII,15,Hub,1,3.0000,0.1250
Qwen3.5-2B,random,random_2,d4,Joe Biden,21,Hub,0,0.2500,0.1250
Qwen3.5-2B,random,random_2,d4,Joe Biden,21,Hub,1,0.7500,-0.3750
Qwen3.5-2B,random,random_2,d4,Joe Biden,21,Hub,0,4.1250,1.1250
Qwen3.5-2B,random,random_2,d4,Joe Biden,21,Hub,1,0.7500,-0.2500
Qwen3.5-2B,random,random_2,d4,New York City,3292,Hub,0,6.5000,-6.0000
Qwen3.5-2B,random,random_2,d4,New York City,3292,Hub,1,6.8750,-5.7500
Qwen3.5-2B,random,random_2,d4,New York City,3292,Hub,1,7.2500,-4.3750
Qwen3.5-2B,random,random_2,d4,New York City,3292,Hub,1,5.6250,-1.7500
Qwen3.5-2B,random,random_2,d4,New York City,3292,Hub,1,5.7500,0.3750
Qwen3.5-2B,random,random_2,d4,New York City,3292,Hub,1,5.5000,-1.6250
Qwen3.5-2B,random,random_2,d4,New York City,3292,Hub,1,6.8750,-6.3750
Qwen3.5-2B,random,random_2,d4,New York City,3292,Hub,1,5.7500,-1.3750
Qwen3.5-2B,random,random_2,d4,New York City,3292,Hub,1,6.1250,-4.0000
Qwen3.5-2B,random,random_2,d4,New York City,3292,Hub,1,6.6250,-1.0000
Qwen3.5-2B,random,random_2,d4,New York City,3292,Hub,1,1.6250,-0.6250
Qwen3.5-2B,random,random_2,d4,New York City,3292,Hub,0,5.5000,-2.2500
Qwen3.5-2B,random,random_2,d4,Manchester,151,Hub,1,3.8750,-3.5000
Qwen3.5-2B,random,random_2,d4,Manchester,151,Hub,0,6.2500,-4.8750
Qwen3.5-2B,random,random_2,d4,Manchester,151,Hub,0,6.0000,-5.7500
Qwen3.5-2B,random,random_2,d4,Manchester,151,Hub,1,2.6250,-2.3750
Qwen3.5-2B,random,random_2,d4,Manchester,151,Hub,1,4.1250,0.8750
Qwen3.5-2B,random,random_2,d4,Manchester,151,Hub,1,1.1250,0.2500
Qwen3.5-2B,random,random_2,d4,Manchester,151,Hub,1,5.5000,-5.3750
Qwen3.5-2B,random,random_2,d4,Manchester,151,Hub,1,6.0000,-2.7500
Qwen3.5-2B,random,random_2,d4,Manchester,151,Hub,0,3.7500,-2.8750
Qwen3.5-2B,random,random_2,d4,Manchester,151,Hub,1,5.6250,-2.0000
Qwen3.5-2B,random,random_2,d4,Manchester,151,Hub,1,4.2500,-1.7500
Qwen3.5-2B,random,random_2,d4,Manchester,151,Hub,0,6.0000,-1.8750
Qwen3.5-2B,random,random_2,d4,Manchester,151,Hub,1,2.2500,-2.2500
Qwen3.5-2B,random,random_2,d4,Manchester,151,Hub,0,5.6250,-2.0000
Qwen3.5-2B,random,random_2,d4,San Francisco,626,Hub,0,2.7500,-2.1250
Qwen3.5-2B,random,random_2,d4,San Francisco,626,Hub,1,4.0000,1.1250
Qwen3.5-2B,random,random_2,d4,San Francisco,626,Hub,0,5.7500,-2.6250
Qwen3.5-2B,random,random_2,d4,San Francisco,626,Hub,0,4.8750,-1.2500
Qwen3.5-2B,random,random_2,d4,San Francisco,626,Hub,0,7.8750,-5.6250
Qwen3.5-2B,random,random_2,d4,San Francisco,626,Hub,0,3.2500,1.0000
Qwen3.5-2B,random,random_2,d4,San Francisco,626,Hub,0,5.6250,1.8750
Qwen3.5-2B,random,random_2,d4,Irene Tracey,5,Mid,0,0.0000,1.8750
Qwen3.5-2B,random,random_2,d4,Keir Starmer,12,Hub,0,1.0000,-0.2500
Qwen3.5-2B,random,random_2,d4,Keir Starmer,12,Hub,0,0.1250,0.1250
Qwen3.5-2B,random,random_2,d4,Keir Starmer,12,Hub,0,1.3750,1.5000
Qwen3.5-2B,random,random_2,d4,Seattle,215,Hub,1,0.0000,0.3750
Qwen3.5-2B,random,random_2,d4,Seattle,215,Hub,0,2.1250,1.0000
Qwen3.5-2B,random,random_2,d4,Seattle,215,Hub,1,1.6250,-1.1250
Qwen3.5-2B,random,random_2,d4,Seattle,215,Hub,0,0.5000,0.1250
Qwen3.5-2B,random,random_2,d4,Seattle,215,Hub,1,3.2500,-2.8750
Qwen3.5-2B,random,random_2,d4,Seattle,215,Hub,1,1.7500,1.1875
Qwen3.5-2B,random,random_2,d4,Seattle,215,Hub,1,2.3750,-2.2500
Qwen3.5-2B,random,random_2,d4,Seattle,215,Hub,1,2.2500,-0.5625
Qwen3.5-2B,random,random_2,d4,Seattle,215,Hub,0,1.8750,2.6250
Qwen3.5-2B,random,random_2,d4,France,2313,Hub,0,0.6250,0.3750
Qwen3.5-2B,random,random_2,d4,France,2313,Hub,1,5.5000,-4.0000
Qwen3.5-2B,random,random_2,d4,France,2313,Hub,1,6.6250,-5.0000
Qwen3.5-2B,random,random_2,d4,France,2313,Hub,1,5.5000,-4.8750
Qwen3.5-2B,random,random_2,d4,France,2313,Hub,1,6.5000,-4.3750
Qwen3.5-2B,random,random_2,d4,France,2313,Hub,1,2.8750,-2.1250
Qwen3.5-2B,random,random_2,d4,France,2313,Hub,1,4.5000,-2.5000
Qwen3.5-2B,random,random_2,d4,France,2313,Hub,1,5.7500,-3.7500
Qwen3.5-2B,random,random_2,d4,France,2313,Hub,1,4.8750,-4.1250
Qwen3.5-2B,random,random_2,d4,France,2313,Hub,1,2.6250,-1.5000
Qwen3.5-2B,random,random_2,d4,France,2313,Hub,0,2.5000,0.8750
Qwen3.5-2B,random,random_2,d4,France,2313,Hub,0,9.6250,-7.8750
Qwen3.5-2B,random,random_2,d4,France,2313,Hub,0,1.8750,-0.8750
Qwen3.5-2B,random,random_2,d4,France,2313,Hub,0,2.2500,-1.0000
Qwen3.5-2B,random,random_2,d4,France,2313,Hub,1,2.1250,1.3750
Qwen3.5-2B,random,random_2,d4,France,2313,Hub,1,1.1250,3.2500
Qwen3.5-2B,random,random_2,d4,France,2313,Hub,1,4.0000,-3.2500
Qwen3.5-2B,random,random_2,d4,France,2313,Hub,1,5.1250,-2.2500
Qwen3.5-2B,random,random_2,d4,France,2313,Hub,0,2.5000,0.2500
Qwen3.5-2B,random,random_2,d4,France,2313,Hub,1,2.3750,0.0000
Qwen3.5-2B,random,random_2,d4,France,2313,Hub,1,4.6250,0.6250
Qwen3.5-2B,random,random_2,d4,France,2313,Hub,1,3.3750,2.2500
Qwen3.5-2B,random,random_2,d4,Gucci,3,Mid,0,4.6250,-1.2500
Qwen3.5-2B,random,random_2,d4,Gucci,3,Mid,1,2.0000,1.6250
Qwen3.5-2B,random,random_2,d4,Southampton,24,Hub,1,7.0000,-3.7500
Qwen3.5-2B,random,random_2,d4,Southampton,24,Hub,0,7.6250,-4.0000
Qwen3.5-2B,random,random_2,d4,Southampton,24,Hub,1,4.0000,-3.5000
Qwen3.5-2B,random,random_2,d4,Southampton,24,Hub,1,2.7500,2.1250
Qwen3.5-2B,random,random_2,d4,Southampton,24,Hub,1,6.0000,-5.7500
Qwen3.5-2B,random,random_2,d4,Southampton,24,Hub,1,4.1250,-2.2500
